time,acc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,force,NaN,NaN,NaN,NaN,NaN
380.335,8436,11010,2561,11960,11960,11960,11960,11960,-1,1440,4096,-1,-1,-1,-1
381.267,8436,11010,2561,11960,11960,11960,11960,11960,-1,1440,4096,-1,-1,-1,-1
382.050,8436,11010,2561,11960,11960,11960,11960,11960,-1,1440,4096,-1,-1,-1,-1
383.895,8436,11010,2561,11960,11960,11960,11960,11960,-1,1440,4096,-1,-1,-1,-1
384.626,8436,11010,2561,11960,11960,11960,11960,11960,-1,1408,4096,-1,-1,-1,-1
385.519,8436,11010,2561,11960,11960,11960,11960,11960,-1,1408,4096,-1,-1,-1,-1
386.862,8457,11010,2561,11960,11960,11960,11960,11960,-1,1408,4096,-1,-1,-1,-1
387.382,8457,11010,2561,11960,11960,11960,11960,11960,-1,1328,4096,-1,-1,-1,-1
387.870,8457,11010,2561,11960,11960,11960,11960,11960,-1,1328,4112,-1,-1,-1,-1
402.891,8457,11082,5763,11960,11960,11960,11960,11960,-1,1328,4112,-1,-1,-1,-1
403.329,8457,11082,5763,11960,11960,11960,11960,11960,-1,1360,4112,-1,-1,-1,-1
403.740,8457,11082,5763,11960,11960,11960,11960,11960,-1,1360,4112,-1,-1,-1,-1
404.500,8457,11082,5763,11960,11960,11960,11960,11960,-1,1360,4112,-1,-1,-1,-1
405.682,8457,11082,5763,11960,11960,11960,11960,11960,-1,1344,4112,-1,-1,-1,-1
406.189,8457,11082,5763,11960,11960,11960,11960,11960,-1,1344,4112,-1,-1,-1,-1
429.239,8502,11082,5763,11960,11960,11960,11960,11960,-1,1344,4112,-1,-1,-1,-1
430.179,8502,11082,5763,11960,11960,11960,11960,11960,-1,1328,4112,-1,-1,-1,-1
431.189,8502,11082,5763,11960,11960,11960,11960,11960,-1,1328,4112,-1,-1,-1,-1
433.411,8502,10640,5586,11960,11960,11960,11960,11960,-1,1328,4112,-1,-1,-1,-1
434.161,8502,10640,5586,11960,11960,11960,11960,11960,-1,1328,4112,-1,-1,-1,-1
435.080,8502,10640,5586,11960,11960,11960,11960,11960,-1,1328,4112,-1,-1,-1,-1
436.671,8502,10640,5586,11960,11960,11960,11960,11960,-1,1328,4112,-1,-1,-1,-1
437.062,8502,10640,5586,11960,11960,11960,11960,11960,-1,1360,4112,-1,-1,-1,-1
437.491,8502,10640,5586,11960,11960,11960,11960,11960,-1,1360,4112,-1,-1,-1,-1
453.772,8208,10640,5586,11960,11960,11960,11960,11960,-1,1360,4112,-1,-1,-1,-1
454.190,8208,10640,5586,11960,11960,11960,11960,11960,-1,1360,4112,-1,-1,-1,-1
454.654,8208,10640,5586,11960,11960,11960,11960,11960,-1,1360,4128,-1,-1,-1,-1
456.696,8208,10816,4606,11960,11960,11960,11960,11960,-1,1360,4128,-1,-1,-1,-1
456.990,8208,10816,4606,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
457.288,8208,10816,4606,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
481.028,8208,10816,4606,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
481.711,8208,10816,4606,11960,11960,11960,11960,11960,-1,1344,4128,-1,-1,-1,-1
482.336,8208,10816,4606,11960,11960,11960,11960,11960,-1,1344,4128,-1,-1,-1,-1
484.062,8328,10816,4606,11960,11960,11960,11960,11960,-1,1344,4128,-1,-1,-1,-1
484.590,8328,10816,4606,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
485.575,8328,10816,4606,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
486.669,8328,10599,5272,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
486.937,8328,10599,5272,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
487.202,8328,10599,5272,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
503.019,8328,10599,5272,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
503.728,8328,10599,5272,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
504.310,8328,10599,5272,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
506.704,8491,10599,5272,11960,11960,11960,11960,11960,-1,1328,4128,-1,-1,-1,-1
507.798,8491,10599,5272,11960,11960,11960,11960,11960,-1,1040,4128,-1,-1,-1,-1
508.559,8491,10599,5272,11960,11960,11960,11960,11960,-1,1040,4128,-1,-1,-1,-1
510.162,8491,10454,5182,11960,11960,11960,11960,11960,-1,1040,4128,-1,-1,-1,-1
510.444,8491,10454,5182,11960,11960,11960,11960,11960,-1,1008,4128,-1,-1,-1,-1
510.763,8491,10454,5182,11960,11960,11960,11960,11960,-1,1008,4128,-1,-1,-1,-1
