time,acc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,force,NaN,NaN,NaN,NaN,NaN
731.148,5134,10119,6174,4192,4192,4192,4192,4192,-1,0,10368,-1,-1,-1,-1
750.354,5134,10119,6174,4192,4192,4192,4192,4192,-1,0,10368,-1,-1,-1,-1
751.632,5134,10119,6174,4192,4192,4192,4192,4192,-1,0,10352,-1,-1,-1,-1
752.384,5134,10424,6559,4192,4192,4192,4192,4192,-1,0,10352,-1,-1,-1,-1
752.624,5134,10424,6559,4192,4192,4192,4192,4192,-1,0,10352,-1,-1,-1,-1
752.927,5134,10424,6559,4192,4192,4192,4192,4192,-1,0,10384,-1,-1,-1,-1
776.952,5255,10424,6559,4192,4192,4192,4192,4192,-1,0,10384,-1,-1,-1,-1
778.413,5255,10424,6559,4192,4192,4192,4192,4192,-1,0,10384,-1,-1,-1,-1
778.813,5255,10424,6559,4192,4192,4192,4192,4192,-1,0,10400,-1,-1,-1,-1
779.336,5255,10658,6097,4192,4192,4192,4192,4192,-1,0,10400,-1,-1,-1,-1
779.551,5255,10658,6097,4192,4192,4192,4192,4192,-1,0,10400,-1,-1,-1,-1
801.316,5255,10658,6097,4192,4192,4192,4192,4192,-1,0,10400,-1,-1,-1,-1
803.390,5723,10658,6097,4192,4192,4192,4192,4192,-1,0,10400,-1,-1,-1,-1
803.882,5723,10658,6097,4192,4192,4192,4192,4192,-1,0,10400,-1,-1,-1,-1
804.391,5723,10658,6097,4192,4192,4192,4192,4192,-1,0,10384,-1,-1,-1,-1
826.612,5723,10862,6036,4192,4192,4192,4192,4192,-1,0,10384,-1,-1,-1,-1
828.097,5723,10862,6036,4192,4192,4192,4192,4192,-1,0,10384,-1,-1,-1,-1
828.807,5723,10862,6036,4192,4192,4192,4192,4192,-1,0,10416,-1,-1,-1,-1
829.397,4345,10862,6036,4192,4192,4192,4192,4192,-1,0,10416,-1,-1,-1,-1
829.636,4345,10862,6036,4192,4192,4192,4192,4192,-1,0,10416,-1,-1,-1,-1
851.847,4345,10862,6036,4192,4192,4192,4192,4192,-1,0,10480,-1,-1,-1,-1
853.883,4345,10705,7164,4192,4192,4192,4192,4192,-1,0,10480,-1,-1,-1,-1
854.404,4345,10705,7164,4192,4192,4192,4192,4192,-1,0,10480,-1,-1,-1,-1
854.988,4345,10705,7164,4192,4192,4192,4192,4192,-1,0,10592,-1,-1,-1,-1
856.542,4973,10705,7164,4192,4192,4192,4192,4192,-1,0,10592,-1,-1,-1,-1
857.165,4973,10705,7164,4192,4192,4192,4192,4192,-1,0,10592,-1,-1,-1,-1
878.452,4973,10705,7164,4192,4192,4192,4192,4192,-1,0,10784,-1,-1,-1,-1
879.956,4973,10681,6361,4192,4192,4192,4192,4192,-1,0,10784,-1,-1,-1,-1
880.456,4973,10681,6361,4192,4192,4192,4192,4192,-1,0,10784,-1,-1,-1,-1
881.069,4973,10681,6361,4192,4192,4192,4192,4192,-1,0,11024,-1,-1,-1,-1
882.275,5683,10681,6361,4192,4192,4192,4192,4192,-1,0,11024,-1,-1,-1,-1
882.787,5683,10681,6361,4192,4192,4192,4192,4192,-1,16,11024,-1,-1,-1,-1
900.345,5683,10681,6361,4192,4192,4192,4192,4192,-1,16,11328,-1,-1,-1,-1
902.452,5683,10790,6106,4192,4192,4192,4192,4192,-1,16,11328,-1,-1,-1,-1
903.179,5683,10790,6106,4192,4192,4192,4192,4192,-1,96,11328,-1,-1,-1,-1
903.841,5683,10790,6106,4192,4192,4192,4192,4192,-1,96,11616,-1,-1,-1,-1
904.395,5506,10790,6106,4192,4192,4192,4192,4192,-1,96,11616,-1,-1,-1,-1
904.627,5506,10790,6106,4192,4192,4192,4192,4192,-1,112,11616,-1,-1,-1,-1
925.563,5506,10790,6106,4192,4192,4192,4192,4192,-1,112,11904,-1,-1,-1,-1
926.353,5506,10871,6755,4192,4192,4192,4192,4192,-1,112,11904,-1,-1,-1,-1
926.884,5506,10871,6755,4192,4192,4192,4192,4192,-1,96,11904,-1,-1,-1,-1
951.410,5506,10871,6755,4192,4192,4192,4192,4192,-1,96,12160,-1,-1,-1,-1
952.754,4758,10871,6755,4192,4192,4192,4192,4192,-1,96,12160,-1,-1,-1,-1
953.272,4758,10871,6755,4192,4192,4192,4192,4192,-1,96,12160,-1,-1,-1,-1
953.814,4758,10871,6755,4192,4192,4192,4192,4192,-1,96,12320,-1,-1,-1,-1
976.226,4758,10514,6112,4192,4192,4192,4192,4192,-1,96,12320,-1,-1,-1,-1
977.812,4758,10514,6112,4192,4192,4192,4192,4192,-1,32,12320,-1,-1,-1,-1
979.029,4758,10514,6112,4192,4192,4192,4192,4192,-1,32,12448,-1,-1,-1,-1
980.355,6014,10514,6112,4192,4192,4192,4192,4192,-1,32,12448,-1,-1,-1,-1
980.646,6014,10514,6112,4192,4192,4192,4192,4192,-1,16,12448,-1,-1,-1,-1
980.965,6014,10514,6112,4192,4192,4192,4192,4192,-1,16,12544,-1,-1,-1,-1
1001.249,6014,10645,5215,4192,4192,4192,4192,4192,-1,16,12544,-1,-1,-1,-1
1001.503,6014,10645,5215,4192,4192,4192,4192,4192,-1,16,12544,-1,-1,-1,-1
1001.806,6014,10645,5215,4192,4192,4192,4192,4192,-1,16,12624,-1,-1,-1,-1
1002.357,6445,10645,5215,4192,4192,4192,4192,4192,-1,16,12624,-1,-1,-1,-1
1002.575,6445,10645,5215,4192,4192,4192,4192,4192,-1,16,12624,-1,-1,-1,-1
1027.440,6445,10645,5215,4192,4192,4192,4192,4192,-1,16,12720,-1,-1,-1,-1
1029.537,6445,10919,5580,4192,4192,4192,4192,4192,-1,16,12720,-1,-1,-1,-1
1030.113,6445,10919,5580,4192,4192,4192,4192,4192,-1,0,12720,-1,-1,-1,-1
1030.449,6445,10919,5580,4192,4192,4192,4192,4192,-1,0,12928,-1,-1,-1,-1
1031.038,5063,10919,5580,4192,4192,4192,4192,4192,-1,0,12928,-1,-1,-1,-1
1031.268,5063,10919,5580,4192,4192,4192,4192,4192,-1,0,12928,-1,-1,-1,-1
1055.381,5063,10919,5580,4192,4192,4192,4192,4192,-1,0,13120,-1,-1,-1,-1
1057.146,5063,11004,6238,4192,4192,4192,4192,4192,-1,0,13120,-1,-1,-1,-1
1057.664,5063,11004,6238,4192,4192,4192,4192,4192,-1,224,13120,-1,-1,-1,-1
1075.329,5063,11004,6238,4192,4192,4192,4192,4192,-1,224,13248,-1,-1,-1,-1
1077.921,6313,11004,6238,4192,4192,4192,4192,4192,-1,224,13248,-1,-1,-1,-1
1078.592,6313,11004,6238,4192,4192,4192,4192,4192,-1,544,13248,-1,-1,-1,-1
1079.226,6313,11004,6238,4192,4192,4192,4192,4192,-1,544,13328,-1,-1,-1,-1
1079.826,6313,10897,5828,4192,4192,4192,4192,4192,-1,544,13328,-1,-1,-1,-1
1080.091,6313,10897,5828,4192,4192,4192,4192,4192,-1,1008,13328,-1,-1,-1,-1
1101.149,6313,10897,5828,4192,4192,4192,4192,4192,-1,1008,13472,-1,-1,-1,-1
1102.565,5918,10897,5828,4192,4192,4192,4192,4192,-1,1008,13472,-1,-1,-1,-1
1102.832,5918,10897,5828,4192,4192,4192,4192,4192,-1,1520,13472,-1,-1,-1,-1
1103.099,5918,10897,5828,4192,4192,4192,4192,4192,-1,1520,13616,-1,-1,-1,-1
1103.579,5918,10760,5950,4192,4192,4192,4192,4192,-1,1520,13616,-1,-1,-1,-1
1103.874,5918,10760,5950,4192,4192,4192,4192,4192,-1,1904,13616,-1,-1,-1,-1
1129.400,5918,10760,5950,4192,4192,4192,4192,4192,-1,1904,13824,-1,-1,-1,-1
1130.719,6254,10760,5950,4192,4192,4192,4192,4192,-1,1904,13824,-1,-1,-1,-1
1131.260,6254,10760,5950,4192,4192,4192,4192,4192,-1,1888,13824,-1,-1,-1,-1
1152.445,6254,10760,5950,4192,4192,4192,4192,4192,-1,1888,13952,-1,-1,-1,-1
1153.157,6254,10861,6174,4192,4192,4192,4192,4192,-1,1888,13952,-1,-1,-1,-1
1153.465,6254,10861,6174,4192,4192,4192,4192,4192,-1,1872,13952,-1,-1,-1,-1
1153.746,6254,10861,6174,4192,4192,4192,4192,4192,-1,1872,14080,-1,-1,-1,-1
1154.275,5909,10861,6174,4192,4192,4192,4192,4192,-1,1872,14080,-1,-1,-1,-1
1154.484,5909,10861,6174,4192,4192,4192,4192,4192,-1,1856,14080,-1,-1,-1,-1
1175.635,5909,10861,6174,4192,4192,4192,4192,4192,-1,1856,14224,-1,-1,-1,-1
1178.822,5909,10069,4789,4192,4192,4192,4192,4192,-1,1856,14224,-1,-1,-1,-1
1179.412,5909,10069,4789,4192,4192,4192,4192,4192,-1,1760,14224,-1,-1,-1,-1
1179.975,5909,10069,4789,4192,4192,4192,4192,4192,-1,1760,14320,-1,-1,-1,-1
1202.317,6064,10069,4789,4192,4192,4192,4192,4192,-1,1760,14320,-1,-1,-1,-1
1203.413,6064,10069,4789,4192,4192,4192,4192,4192,-1,1840,14320,-1,-1,-1,-1
1204.195,6064,10069,4789,4192,4192,4192,4192,4192,-1,1840,14448,-1,-1,-1,-1
1205.437,6064,9565,3934,4192,4192,4192,4192,4192,-1,1840,14448,-1,-1,-1,-1
1205.976,6064,9565,3934,4192,4192,4192,4192,4192,-1,1920,14448,-1,-1,-1,-1
1206.836,6064,9565,3934,4192,4192,4192,4192,4192,-1,1920,14528,-1,-1,-1,-1
1225.747,6654,9565,3934,4192,4192,4192,4192,4192,-1,1920,14528,-1,-1,-1,-1
1226.189,6654,9565,3934,4192,4192,4192,4192,4192,-1,1952,14528,-1,-1,-1,-1
1226.825,6654,9565,3934,4192,4192,4192,4192,4192,-1,1952,14576,-1,-1,-1,-1
1228.667,6654,9627,4350,4192,4192,4192,4192,4192,-1,1952,14576,-1,-1,-1,-1
1229.061,6654,9627,4350,4192,4192,4192,4192,4192,-1,1888,14576,-1,-1,-1,-1
1252.496,6654,9627,4350,4192,4192,4192,4192,4192,-1,1888,14576,-1,-1,-1,-1
1253.949,6218,9627,4350,4192,4192,4192,4192,4192,-1,1888,14576,-1,-1,-1,-1
1254.328,6218,9627,4350,4192,4192,4192,4192,4192,-1,1680,14576,-1,-1,-1,-1
1254.636,6218,9627,4350,4192,4192,4192,4192,4192,-1,1680,14544,-1,-1,-1,-1
1255.200,6218,9288,4015,4192,4192,4192,4192,4192,-1,1680,14544,-1,-1,-1,-1
1255.422,6218,9288,4015,4192,4192,4192,4192,4192,-1,1152,14544,-1,-1,-1,-1
1277.588,6218,9288,4015,4192,4192,4192,4192,4192,-1,1152,14528,-1,-1,-1,-1
1279.861,7443,9288,4015,4192,4192,4192,4192,4192,-1,1152,14528,-1,-1,-1,-1
1280.392,7443,9288,4015,4192,4192,4192,4192,4192,-1,864,14528,-1,-1,-1,-1
1320.421,7443,9288,4015,4192,4192,4192,4192,4192,-1,864,14496,-1,-1,-1,-1
1321.090,7443,8783,4616,4192,4192,4192,4192,4192,-1,864,14496,-1,-1,-1,-1
1321.519,7443,8783,4616,4192,4192,4192,4192,4192,-1,384,14496,-1,-1,-1,-1
